industry,name,rank,founded,country
Travel & Tourism,Thrillophilia,1480,2010 (13 yrs old),
Recruitment,Ubique Systems,1481,2000 (23 yrs old),
IT Services & Consulting,Ray Business Technologies,1479,2008 (15 yrs old),
IT Services & Consulting,TeraSoftware,1478,1994 (29 yrs old),
Waste Management,Itron,1477,1977 (46 yrs old),
Software Product,SOTI,1475,1995 (28 yrs old),
Software Product,NTT DATA FA Insurance Systems,1476,1981 (42 yrs old),
Fashion & Textile,Jaya Shree Textiles,1511,1949 (74 yrs old),
Healthcare,Biotech Vision Care,1560,1999 (24 yrs old),
Auto Components,Sietz Technologies,1512,1997 (26 yrs old),
Other,Funskool India,1600,1988 (35 yrs old),
Defence & Aerospace,Anjani Technoplast,1561,1988 (35 yrs old),
Industrial Automation,Synergy Systems & Solutions,1599,1994 (29 yrs old),
Petrochemicals,Ori-Plast,1598,1965 (58 yrs old),
IT Services & Consulting,Icreon Communications,1597,2000 (23 yrs old),
Power,ETP International,1596,1988 (35 yrs old),
Education & Training,Bal Bharati Public School,1593,1992 (31 yrs old),
Chemicals / Agri Inputs,Andhra Petrochemicals,1595,1984 (39 yrs old),
Auto Components,Takahata Precision,1594,2011 (12 yrs old),
BPO,Atcis Technology,1592,2013 (10 yrs old),
Beauty & Personal Care,YLG Salon & Spa,1590,2009 (14 yrs old),
Insurance,Good Health Tpa Services,1591,2003 (20 yrs old),
Packaging,Shriji Polymers,1588,2003 (20 yrs old),
Urban Transport,L T Metro Rail,1589,2010 (13 yrs old),
Education & Training,ABES Engineering College,1587,1999 (24 yrs old),
Pharma,Comed Chemicals,1586,1986 (37 yrs old),
Healthcare,Madhavbaug,1584,2006 (17 yrs old),
Auto Components,Takahata Precision,1585,2011 (12 yrs old),
Auto Components,Sac Engine Components,1583,1986 (37 yrs old),
Hospitality,Degustibus Hospitality,1582,1996 (27 yrs old),
Healthcare,Nipro Medical,1580,1954 (69 yrs old),
Chemicals,LG Polymers,1581,1961 (62 yrs old),
Industrial Automation,Synergy Systems & Solutions,1699,1994 (29 yrs old),
Healthcare,AJ Hospital and Research Centre,1698,2001 (22 yrs old),
Auto Components,Sietz Technologies,1697,1997 (26 yrs old),
Automobile,Atlas Cycles,1696,1951 (72 yrs old),
Education & Training,Bal Bharati Public School,1700,1992 (31 yrs old),
Fashion & Textile,Jaya Shree Textiles,1695,1949 (74 yrs old),
,Brahmaputra Cracker and Polymer,1694,2007 (16 yrs old),
Healthcare,Biotech Vision Care,1693,1999 (24 yrs old),
Petrochemicals,Ori-Plast,1692,1965 (58 yrs old),
Software Product,Jekson Vision,1691,2001 (22 yrs old),
Iron & Steel,Jindal Stainless Steelway,1690,2004 (19 yrs old),
Power,ETP International,1688,1988 (35 yrs old),
IT Services & Consulting,Aditi Consulting,1686,2011 (12 yrs old),
Management Consulting,Milliman,1689,1947 (76 yrs old),
IT Services & Consulting,4I Apps Solutions,1687,2008 (15 yrs old),
Industrial Automation,DEVU TOOLS,1685,1993 (30 yrs old),
Insurance,Agriculture Insurance Company of India,1683,2002 (21 yrs old),
Healthcare,Tbs India Telematic Biomedical Services,1682,2000 (23 yrs old),
Consumer Electronics & Appliances,Celkon Mobiles,1679,2009 (14 yrs old),
IT Services & Consulting,Edunext Technologies,1680,2012 (11 yrs old),
Real Estate,Advance India Projects,1678,1991 (32 yrs old),
Industrial Machinery,Lal Baba Seamless Tubes,1681,2006 (17 yrs old),
Agriculture,Anmol Feeds,1712,2000 (23 yrs old),
Fitness & Wellness,S10 Healthcare Solutions,1776,2013 (10 yrs old),
Engineering & Construction,PETROJET,1711,1975 (48 yrs old),
Power,L&T Power Development Limited,1800,,
,Defence Research & Development Laboratory,1799,,
IT Services & Consulting,Zenith Software,1796,1996 (27 yrs old),
Healthcare,Sahara Hospital,1797,2009 (14 yrs old),
Semiconductors,Element14,1795,2007 (16 yrs old),
Engineering & Construction,Al Ayuni Investment and Contracting,1798,1960 (63 yrs old),
IT Services & Consulting,Infoplus Technologies,1793,2000 (23 yrs old),
IT Services & Consulting,Wyzmindz Solutions,1794,2010 (13 yrs old),
Logistics,Vtc Tradewings,1791,1969 (54 yrs old),
Insurance,Good Health Tpa Services,1790,2003 (20 yrs old),
Recruitment,Primeone Workforce,1792,2005 (18 yrs old),
Chemicals / Agri Inputs,Andhra Petrochemicals,1787,1984 (39 yrs old),
BPO,Atcis Technology,1788,2013 (10 yrs old),
Logistics,Seaways Shipping Logistics,1789,1989 (34 yrs old),
Real Estate,Amarprakash Developers,1785,2004 (19 yrs old),
Agriculture,Premier Irrigation Adritec,1786,1965 (58 yrs old),
Engineering & Construction,JP Group,1781,2010 (13 yrs old),
Beauty & Personal Care,YLG Salon & Spa,1782,2009 (14 yrs old),
Pharma,Sitec Labs,1784,2000 (23 yrs old),
Industrial Automation,Minda Silca Engineering,1783,2006 (17 yrs old),
Real Estate,Soffit Infrastructure Services,1780,2007 (16 yrs old),
Auto Components,Jaya Hind Montupet (p) Ltd. Pune,1778,2013 (10 yrs old),
Furniture & Furnishing,Steelcase Asia Pacific Holdings India,1777,1912 (111 yrs old),
Education & Training,ABES Engineering College,1779,1999 (24 yrs old),
Pharma,Comed Chemicals,1775,1986 (37 yrs old),
Automobile,Ghaziabad Precision Products,1774,1988 (35 yrs old),
IT Services & Consulting,Tenpath,1772,2002 (21 yrs old),
Oil & Gas,China Petroleum Engineering & Construction Corporation,1769,1980 (43 yrs old),
Engineering & Construction,Enka Insaat Ve Sanayi,1773,1957 (66 yrs old),
Engineering & Construction,PETROJET,1771,1975 (48 yrs old),
Financial Services,Entra Solutions,1770,2015 (8 yrs old),
Metals & Mining,Oerlikon Balzers,1768,1994 (29 yrs old),
Financial Services,De Lage Landen Financial Services,1900,1969 (54 yrs old),
IT Services & Consulting,SATTRIX Information Security,1899,2013 (10 yrs old),
Education & Training,Saveetha University,1898,1988 (35 yrs old),
Real Estate,Amarprakash Developers,1896,2004 (19 yrs old),
Automobile,Atlas Cycles,1897,1951 (72 yrs old),
Engineering & Construction,JP Group,1892,2010 (13 yrs old),
Healthcare,Coloplast,1894,1954 (69 yrs old),
IT Services & Consulting,TVS Next,1895,2008 (15 yrs old),
Engineering & Construction,Utracon Structural Systems,1893,1998 (25 yrs old),
Power,L&T Power Development Limited,1891,,
,ICAPIDILITE,1890,,
,Han River Technology,1889,2013 (10 yrs old),
Financial Services,Asmitha Microfinance,1886,2002 (21 yrs old),
Real Estate,Sai Estate consultants.,1887,2009 (14 yrs old),
IT Services & Consulting,DST Systems,1884,1969 (54 yrs old),
Accounting & Auditing,SDP & Associates (Office),1885,1993 (30 yrs old),
Hospitality,Hotel Andaz Delhi Aerocity,1883,,
IT Services & Consulting,OSI Digital,1888,1993 (30 yrs old),
Fitness & Wellness,Herbalife,1882,1980 (43 yrs old),
,SVP Hospital,1881,,
,Wize Brains,1878,,
,Pearl Organisation,1880,,
Hospitality,Burman Hospitality,1879,2014 (9 yrs old),
Waste Management,Itron,1875,1977 (46 yrs old),
Auto Components,Kiran Udyog Auto Industries,1877,1984 (39 yrs old),
Management Consulting,BDO Rise,1876,,
IT Services & Consulting,Icreon Communications,1874,2000 (23 yrs old),
Hospitality,Burman Hospitality,1873,2014 (9 yrs old),
Telecom,Stallion Group,1872,1969 (54 yrs old),
IT Services & Consulting,Gemalto,1871,2006 (17 yrs old),
Education & Training,IANT,1870,1999 (24 yrs old),
Chemicals,Jesons Industries,1866,1972 (51 yrs old),
Financial Services,Cxc Infotech,1869,2010 (13 yrs old),
Fashion & Textile,Sabyasachi Couture,1868,2006 (17 yrs old),
Consumer Electronics & Appliances,Aster (India),1865,1990 (33 yrs old),
IT Services & Consulting,Skilrock Technologies,1867,2007 (16 yrs old),
Consumer Electronics & Appliances,HTC,1863,1997 (26 yrs old),
Insurance,XL Catlin,1864,1986 (37 yrs old),
Retail,Colorplus Fashions,1862,1993 (30 yrs old),
Hospitality,Keys Hotels,1910,2006 (17 yrs old),
Recruitment,ICONMA,1973,2000 (23 yrs old),
IT Services & Consulting,BPO Systems,2000,2000 (23 yrs old),
Recruitment,White Crow Research,1974,2011 (12 yrs old),
Power,BESCOM,1972,2002 (21 yrs old),
Hospitality,Fresh & Honest Cafe,1999,1997 (26 yrs old),
Retail,PP Merchandising Services,1998,1999 (24 yrs old),
Education & Training,Don Bosco,1997,1980 (43 yrs old),
IT Services & Consulting,ZingHR,1996,2002 (21 yrs old),
Chemicals,Viswaat Chemicals,1994,1998 (25 yrs old),
Auto Components,Piano Presitel,1993,1978 (45 yrs old),
Fashion & Textile,Mandhana Industries,1992,1984 (39 yrs old),
Oil & Gas,Oil Field Instrumentation,1995,1992 (31 yrs old),
Engineering & Construction,ALEC,1991,1999 (24 yrs old),
Engineering & Construction,SEPCO ELECTRIC POWER CONSTRUCTION CORPORATION,1989,1952 (71 yrs old),
IT Services & Consulting,SoftProdigy System Solutions,1990,2006 (17 yrs old),
Auto Components,Allena Auto Industries,1985,1976 (47 yrs old),
Automobile,Chennai Ford,1986,1996 (27 yrs old),
Travel & Tourism,Fragomen Immigration Services,1988,1951 (72 yrs old),
Education & Training,Pearl Academy,1987,1993 (30 yrs old),
Industrial Automation,Durr India,1983,1997 (26 yrs old),
Electronics Manufacturing,Elcomponics Sales,1982,1988 (35 yrs old),
Banking,Shinhan Bank,1984,1982 (41 yrs old),
Non-Profit,Public Health Foundation of India,1980,2006 (17 yrs old),
Hospitality,Siesta Hospitality Services,1979,2006 (17 yrs old),
Electrical Equipment,S R Enterprises,1981,1999 (24 yrs old),
Non-Profit,Alliance India,1977,1999 (24 yrs old),
Engineering & Construction,Hindustan Steelworks Construction,1976,1964 (59 yrs old),
IT Services & Consulting,Ars Traffic And Transport Technology,1978,1997 (26 yrs old),
Auto Components,Sankei Giken,1971,1948 (75 yrs old),
Logistics,Dexters Logistics,1975,2010 (13 yrs old),
Media & Entertainment,Miraj Entertainment,1970,2008 (15 yrs old),
Automobile,Eicher Polaris,1969,2012 (11 yrs old),
Petrochemicals,Machino Polymers,1967,1995 (28 yrs old),
Chemicals,Mcpi,1968,1997 (26 yrs old),
IT Services & Consulting,Wizertech Informatics,1966,2000 (23 yrs old),
Metals & Mining,Robo Silicon,1965,1999 (24 yrs old),
Jewellery,Gia India Laboratory,2100,1931 (92 yrs old),
Accounting & Auditing,Blue Consulting,2099,2005 (18 yrs old),
Education & Training,APEEJAY EDUCATION SOCIETY,2098,1967 (56 yrs old),
Auto Components,Viney Corporation,2097,1989 (34 yrs old),
Consumer Electronics & Appliances,Spice Retail,2095,2005 (18 yrs old),
Financial Services,My Eco Energy,2094,2011 (12 yrs old),
IT Services & Consulting,Hyperlink Infosystem,2093,2011 (12 yrs old),
Consumer Electronics & Appliances,Zen Technologies,2092,1993 (30 yrs old),
Electrical Equipment,Voltamp Transformers,2096,1963 (60 yrs old),
Retail,AppsDaily,2091,2008 (15 yrs old),
Furniture & Furnishing,Featherlite,2089,1965 (58 yrs old),
IT Services & Consulting,Wizertech Informatics,2087,2000 (23 yrs old),
Financial Services,M.B.A Consulting India,2090,2013 (10 yrs old),
Petrochemicals,Machino Polymers,2086,1995 (28 yrs old),
Engineering & Construction,Hindustan Steelworks Construction,2085,1964 (59 yrs old),
Jewellery,Gia India Laboratory,2088,1931 (92 yrs old),
Accounting & Auditing,Blue Consulting,2084,2005 (18 yrs old),
Chemicals,Mcpi,2081,1997 (26 yrs old),
IT Services & Consulting,Vehant Technologies,2083,2005 (18 yrs old),
Education & Training,IANT,2080,1999 (24 yrs old),
IT Services & Consulting,Velocity Software Solutions,2082,2006 (17 yrs old),
Metals & Mining,Robo Silicon,2079,1999 (24 yrs old),
Auto Components,Sankei Giken,2078,1948 (75 yrs old),
Logistics,Dexters Logistics,2076,2010 (13 yrs old),
Automobile,A.M. MOTORS,2075,2000 (23 yrs old),
Furniture & Furnishing,Featherlite,2074,1965 (58 yrs old),
IT Services & Consulting,BPO Systems,2072,2000 (23 yrs old),
Consumer Electronics & Appliances,HTC,2077,1997 (26 yrs old),
IT Services & Consulting,Idexcel Technologies,2071,1998 (25 yrs old),
Automobile,Captain Tractors,2073,1994 (29 yrs old),
Education & Training,Pearl Academy,2070,1993 (30 yrs old),
Semiconductors,Anvil Cables,2069,2009 (14 yrs old),
Engineering & Construction,ALEC,2067,1999 (24 yrs old),
Engineering & Construction,SEPCO ELECTRIC POWER CONSTRUCTION CORPORATION,2068,1952 (71 yrs old),
IT Services & Consulting,SoftProdigy System Solutions,2066,2006 (17 yrs old),
Auto Components,Allena Auto Industries,2065,1976 (47 yrs old),
Education & Training,APEEJAY EDUCATION SOCIETY,2062,1967 (56 yrs old),
IT Services & Consulting,SQS Infosystems,2063,1982 (41 yrs old),
Non-Profit,Alliance India,2064,1999 (24 yrs old),
Banking,Shinhan Bank,2102,1982 (41 yrs old),
Non-Profit,Public Health Foundation of India,2196,2006 (17 yrs old),
Hospitality,Siesta Hospitality Services,2197,2006 (17 yrs old),
Electrical Equipment,S R Enterprises,2199,1999 (24 yrs old),
Auto Components,Viney Corporation,2200,1989 (34 yrs old),
Media & Entertainment,Miraj Entertainment,2198,2008 (15 yrs old),
Automobile,Eicher Polaris,2195,2012 (11 yrs old),
Healthcare,Bhaktivedanta Hospital,2194,1998 (25 yrs old),
Food Processing,Prayagh Nutri Products,2193,2000 (23 yrs old),
Agro Chemicals,Shriram Fertilizers & Chemicals,2190,1990 (33 yrs old),
Internet,NoPaperForms,2192,2017 (6 yrs old),
Oil & Gas,Br.CAT International,2188,1937 (86 yrs old),
Automobile,MODI HYUNDAI,2191,2009 (14 yrs old),
NBFC,Square Capital Advisory Services,2187,2014 (9 yrs old),
Industrial Machinery,Manitou Equipment India,2189,,
Semiconductors,TSMT Technology India,2185,1997 (26 yrs old),
Fashion & Textile,Ajanta Shoe Co,2186,1956 (67 yrs old),
Engineering & Construction,K K Construction,2184,1991 (32 yrs old),
FinTech,Red Carpet,2183,2016 (7 yrs old),
Management Consulting,Futurewins Trading Solutions,2182,2010 (13 yrs old),
Software Product,ITELLIGENCE INDIA SOFTWARE SOLUTIONS,2180,1988 (35 yrs old),
Power,RINA,2179,1861 (162 yrs old),
Education & Training,Ashpra Skills,2178,2014 (9 yrs old),
Fitness & Wellness,Prettislim,2177,2005 (18 yrs old),
Iron & Steel,American Precoat,2181,2005 (18 yrs old),
Iron & Steel,SHRI LAKSHMI STEEL SUPPLIERS,2176,1986 (37 yrs old),
Pharma,Anjan Drug,2175,1990 (33 yrs old),
Fashion & Textile,Om Enterprises,2174,1992 (31 yrs old),
IT Services & Consulting,ABS India,2171,2002 (21 yrs old),
,Somika Sarl,2170,2001 (22 yrs old),
Auto Components,Futaba Industrial Gujarat,2173,,
Education & Training,EDUGORILLA COMMUNITY,2172,2016 (7 yrs old),
Agriculture,Maharashtra Feeds,2168,1992 (31 yrs old),
Retail,MR.DIY,2169,,
Chemicals,Lubrizol Corporation,2273,,
Software Product,Leena AI,2210,2015 (8 yrs old),
Building Material,NCL BUILDTEK,2300,1970 (53 yrs old),
Fitness & Wellness,BeatO,2297,2015 (8 yrs old),
Financial Services,Formidium Corp,2299,2016 (7 yrs old),
IT Services & Consulting,Indovision Services,2296,2012 (11 yrs old),
Analytics & KPO,Savista Global Solutions,2298,2021 (2 yrs old),
Industrial Machinery,Usha Fire Safety Equipments,2295,1988 (35 yrs old),
Gaming,Electronic Arts,2294,1982 (41 yrs old),
Education & Training,Kumon India Education,2292,2004 (19 yrs old),
Healthcare,Carestream Health,2290,2007 (16 yrs old),
IT Services & Consulting,Lennox India Technology Centre,2293,1895 (128 yrs old),
IT Services & Consulting,Information Services Group,2291,2006 (17 yrs old),
Hospitality,Avasa Hotels,2288,2012 (11 yrs old),
Metals & Mining,Orient Abrasives,2289,1974 (49 yrs old),
Electrical Equipment,Kalpa Electrikal,2287,1978 (45 yrs old),
Auto Components,TI Automotive,2284,2000 (23 yrs old),
Beverage,Beam Global Spirits & Wine,2286,2014 (9 yrs old),
Media & Entertainment,Moving Picture Company,2285,1970 (53 yrs old),
Medical Equipment,Medfin India,2283,2016 (7 yrs old),
IT Services & Consulting,C-Square Info Solutions,2282,2002 (21 yrs old),
Logistics,Rhenus Logistics,2281,1912 (111 yrs old),
Chemicals,ESDEE PAINTS,2280,1963 (60 yrs old),
Software Product,Harness,2276,2015 (8 yrs old),
Engineering & Construction,Al Adrak Trading and Contracting,2277,1990 (33 yrs old),
Automobile,Rana Motors,2279,1999 (24 yrs old),
Software Product,Great Software Laboratory,2278,2003 (20 yrs old),
Pharma,Medicamen Biotech,2275,1993 (30 yrs old),
Printing & Publishing,DiacriTech,2272,1997 (26 yrs old),
Printing & Publishing,Kyocera Document Solutions India,2274,1934 (89 yrs old),
Packaging,Raj Industries,2270,2008 (15 yrs old),
Real Estate,Karle Infra,2268,2011 (12 yrs old),
Engineering & Construction,Al Adrak Trading and Contracting,2269,1990 (33 yrs old),
Software Product,Harness,2267,2015 (8 yrs old),
Retail,Collage,2271,2008 (15 yrs old),
Pharma,XL Laboratories,2266,2001 (22 yrs old),
Pharma,Curatio Healthcare,2307,2005 (18 yrs old),
Petrochemicals,Oriental Rubber Industries,2306,1949 (74 yrs old),
Recruitment,Planet PCI Infotech,2367,1999 (24 yrs old),
Medical Equipment,Medfin India,2398,2016 (7 yrs old),
IT Services & Consulting,Lennox India Technology Centre,2400,1895 (128 yrs old),
Financial Services,Finicity,2399,2000 (23 yrs old),
EdTech,Edufic Digital,2397,,
Engineering & Construction,IOT Anwesha Engineering & Construction,2396,1996 (27 yrs old),
Chemicals,SI Group,2394,1906 (117 yrs old),
Engineering & Construction,Unique Builders,2392,2002 (21 yrs old),
Fashion & Textile,Sportking,2395,1989 (34 yrs old),
FMCG,Gokul Agro Resources,2391,2014 (9 yrs old),
Logistics,Axpress Logistics,2390,2001 (22 yrs old),
Engineering & Construction,Al Basti & Muktha LLC,2393,1974 (49 yrs old),
Aviation,Bird Group,2389,1971 (52 yrs old),
Education & Training,Institute of Liver & Biliary Sciences,2388,2009 (14 yrs old),
Printing & Publishing,Flint Group,2387,2005 (18 yrs old),
Engineering & Construction,Combined Group Contracting,2383,1965 (58 yrs old),
,SUNDIRECT,2386,2007 (16 yrs old),
Management Consulting,Rapid Global Business Solutions,2385,1997 (26 yrs old),
Education & Training,Slate The School,2384,2001 (22 yrs old),
IT Services & Consulting,Capital Business Systems,2382,1950 (73 yrs old),
Media & Entertainment,Shotformats Digital Production,2381,2007 (16 yrs old),
Logistics,Rhenus Logistics,2380,1912 (111 yrs old),
Chemicals,ESDEE PAINTS,2379,1963 (60 yrs old),
IT Services & Consulting,Champ Info Software,2378,2011 (12 yrs old),
Healthcare,Life Care Hospital,2377,1984 (39 yrs old),
Auto Components,Toyota Boshoku Automotive,2376,1919 (104 yrs old),
Retail,Luxor International,2373,1980 (43 yrs old),
Chemicals,IVL Dhunseri Petrochem Industries,2375,2015 (8 yrs old),
Auto Components,Bundy India,2374,,
Logistics,Ecolog International,2372,2003 (20 yrs old),
IT Services & Consulting,Simeio Solutions,2370,2009 (14 yrs old),
Oil & Gas,Mangalore Refinery and Petrochemicals,2371,1988 (35 yrs old),
Building Material,Pokarna,2369,2001 (22 yrs old),
Metals & Mining,Orient Abrasives,2366,1974 (49 yrs old),
Education & Training,Kumon India Education,2413,2004 (19 yrs old),
Pharma,Medicamen Biotech,2368,1993 (30 yrs old),
Internet,IBIBO Group,2412,2007 (16 yrs old),
Auto Components,EMSON GEARS,2500,1970 (53 yrs old),
Automobile,Rana Motors,2498,1999 (24 yrs old),
Software Product,Great Software Laboratory,2496,2003 (20 yrs old),
Automobile,ATUL MOTORS,2497,2000 (23 yrs old),
Engineering & Construction,Mukand Engineers,2499,1987 (36 yrs old),
Logistics,DHL Lemuir Logistics,2494,1969 (54 yrs old),
Chemicals,FIL Industries,2495,1989 (34 yrs old),
Engineering & Construction,BSC-C&C JV,2493,1972 (51 yrs old),
IT Services & Consulting,Clove Technologies,2492,2004 (19 yrs old),
Non-Profit,LUK INDIA,2490,,
Chemicals / Agri Inputs,Tide Water Oil,2489,1928 (95 yrs old),
Real Estate,Rajwada Group,2491,2000 (23 yrs old),
Telecom,FiberHome,2487,1999 (24 yrs old),
Industrial Machinery,Delval Flow Controls,2488,2005 (18 yrs old),
Electrical Equipment,ABB GISL,2486,,
Electrical Equipment,OVT India,2485,2002 (21 yrs old),
Internet,Yaantra,2483,2013 (10 yrs old),
Semiconductors,Tokai Rika Minda,2480,1948 (75 yrs old),
Agro Chemicals,Monsanto Holdings,2484,1901 (122 yrs old),
Electronics Manufacturing,Edgetech Air Systems Pvt.,2481,2005 (18 yrs old),
Education & Training,Smart Brains Engineers And Technologist,2482,1998 (25 yrs old),
Industrial Machinery,Ognibene India,2479,1953 (70 yrs old),
NBFC,Jumbo Finvest India,2478,1998 (25 yrs old),
Travel & Tourism,National Corporation for Tourism & Hotels,2477,1996 (27 yrs old),
Healthcare,Apollo Home Healthcare,2474,2014 (9 yrs old),
Education & Training,Shri Ram Murti Smarak Institute of Medical Sciences,2472,1990 (33 yrs old),
Pharma,Encore Healthcare,2473,2002 (21 yrs old),
Urban Transport,"Ecos (india), Mobility And Hospatility",2475,1996 (27 yrs old),
Internet,AMPLUS SOLAR,2476,2008 (15 yrs old),
Education & Training,Air Force School,2471,1955 (68 yrs old),
Retail,Cart2India Online Retail,2470,,
Power,Solarig Gensol Utilities,2469,2015 (8 yrs old),
Iron & Steel,B5 Plus,2514,2002 (21 yrs old),
Hospitality,Lenexis Foodworks,2578,2015 (8 yrs old),
Government,Panchayati Raj Department,2467,,
Engineering & Construction,Skylark Infra Engineering,2468,2000 (23 yrs old),
Financial Services,Homeward,2600,2008 (15 yrs old),
Education & Training,U N Mehta Institute of Cardiology & Research Centre,2599,1982 (41 yrs old),
Industrial Machinery,Krishna Enterprises,2577,2017 (6 yrs old),
Urban Transport,Gsrtc,2595,1960 (63 yrs old),
Auto Components,Powermech Engineering,2598,1993 (30 yrs old),
Healthcare,Rohilkhand Medical College And Hospital,2596,2006 (17 yrs old),
,Xiaomi Service Center,2592,,
Electrical Equipment,ABB GISL,2594,,
Healthcare,Apollomedics Super Speciality Hospitals,2597,2011 (12 yrs old),
Software Product,Cropdata Technology,2593,2016 (7 yrs old),
IT Services & Consulting,SMARTRIED SOFTWARE TECHNOLOGIES,2591,,
Broadcasting,Radio Mirchi,2587,,
,AGILE AIRPORT SERVICES,2590,,
IT Services & Consulting,Unthinkable Solutions,2586,2019 (4 yrs old),
Software Product,Kovai.co,2588,2009 (14 yrs old),
IT Services & Consulting,Aggne Global IT Services,2583,2018 (5 yrs old),
Government,Quality Control Department,2584,,
Software Product,Jungleworks,2589,2017 (6 yrs old),
EdTech,Turito,2582,,
Industrial Machinery,Nipha Exports,2585,1963 (60 yrs old),
Engineering & Construction,Kuber Enterprises,2581,1999 (24 yrs old),
IT Services & Consulting,Games24x7,2579,2006 (17 yrs old),
IT Services & Consulting,Openview Technologies,2580,1996 (27 yrs old),
Railways,Western Railway,2575,1855 (168 yrs old),
Auto Components,Macurex Sensors,2574,,
Retail,Fresher Than Fresh,2573,,
Automobile,Hindustan Motors,2572,1942 (81 yrs old),
Beverage,Brindavan Agro Industries,2576,,
IT Services & Consulting,IAP Company,2571,1998 (25 yrs old),
IT Services & Consulting,AbsolutData,2671,2001 (22 yrs old),
Internet,Lybrate,2609,2013 (10 yrs old),
IT Services & Consulting,V2soft,2700,1998 (25 yrs old),
Industrial Machinery,Axtel Industries,2698,1991 (32 yrs old),
IT Services & Consulting,IKF Technologies,2699,2000 (23 yrs old),
Internet,Joister Infomedia,2696,2002 (21 yrs old),
Industrial Machinery,KSB Tech,2697,2005 (18 yrs old),
IT Services & Consulting,Wizard e-Marketing,2695,2005 (18 yrs old),
Marketing & Advertising,TDI International India,2694,1986 (37 yrs old),
IT Services & Consulting,3Pillar Global,2693,2006 (17 yrs old),
Engineering & Construction,Artefact Projects,2692,1987 (36 yrs old),
Chemicals,Prabha Industries,2691,1970 (53 yrs old),
Telecom,Nutek,2689,1992 (31 yrs old),
Chemicals,Visen Industries,2690,1985 (38 yrs old),
Pharma,BEC Chemicals,2688,1979 (44 yrs old),
Pharma,An Pharmaceuticals,2686,2001 (22 yrs old),
EdTech,Sri Sri Ravishankar Vidya Mandir,2687,1999 (24 yrs old),
Food Processing,Paras Spices,2684,1982 (41 yrs old),
IT Services & Consulting,Modern Informatics,2685,2011 (12 yrs old),
Industrial Machinery,Tag Corporation,2683,1972 (51 yrs old),
Auto Components,GRP,2682,1974 (49 yrs old),
Education & Training,Mody University Science Technology,2679,1998 (25 yrs old),
Real Estate,Vensa Infrastructure,2680,2012 (11 yrs old),
IT Services & Consulting,Oasis,2681,1993 (30 yrs old),
Engineering & Construction,Jaguar Overseas,2678,1991 (32 yrs old),
Analytics & KPO,Moody's Analytics Knowledge Services,2677,2002 (21 yrs old),
Electronics Manufacturing,Cabcon India,2676,1993 (30 yrs old),
Electrical Equipment,Trinity Touch,2675,1998 (25 yrs old),
Fashion & Textile,Vardhman Acrylics,2674,1990 (33 yrs old),
Industrial Machinery,Donaldson India Filter Systems,2673,1915 (108 yrs old),
Internet,Hush Puppies,2669,2018 (5 yrs old),
IT Services & Consulting,Evolutionary Systems,2672,2006 (17 yrs old),
Electrical Equipment,Eon Electric,2670,1958 (65 yrs old),
Engineering & Construction,Ram Kripal Singh Construction,2668,,
IT Services & Consulting,Itmantra Techintellect,2666,2000 (23 yrs old),
Real Estate,Rishita Developers,2667,2009 (14 yrs old),
Urban Transport,VaaaN Infra,2665,2011 (12 yrs old),
Software Product,Busy Infotech,2798,1997 (26 yrs old),
Automobile,Gulf Ashley Motor,2800,2004 (19 yrs old),
Chemicals,Archean Chemical Industries,2796,2009 (14 yrs old),
Real Estate,International Land Developers,2797,2006 (17 yrs old),
Electronics Manufacturing,Amtech Electronics,2799,1987 (36 yrs old),
Food Processing,Dudhsagar Dairy,2794,1960 (63 yrs old),
IT Services & Consulting,Beyond Key Systems,2795,2005 (18 yrs old),
IT Services & Consulting,Think Future Technologies,2793,2006 (17 yrs old),
IT Services & Consulting,Zieta Technologies,2792,2001 (22 yrs old),
Real Estate,Lansum Properties,2790,2014 (9 yrs old),
IT Services & Consulting,Shiksha Infotech,2787,2009 (14 yrs old),
Power,Simhapuri Energy,2791,2005 (18 yrs old),
IT Services & Consulting,HyTech Professionals,2788,2004 (19 yrs old),
IT Services & Consulting,QwikCilver Solutions,2789,2007 (16 yrs old),
Marketing & Advertising,Selling Simplified,2780,2012 (11 yrs old),
Analytics & KPO,Lotus Labs,2786,2001 (22 yrs old),
Software Product,Mediaocean,2785,1967 (56 yrs old),
Automobile,Excell Autovista,2784,2004 (19 yrs old),
FMCG,Garuda Polyflex Foods,2783,2012 (11 yrs old),
Fashion & Textile,Oswal Woollen Mills,2782,1949 (74 yrs old),
Financial Services,Destimoney Securities,2781,2006 (17 yrs old),
Fashion & Textile,Krishna Beads Industries,2779,1980 (43 yrs old),
Engineering & Construction,Jayabheri Automotives,2773,1987 (36 yrs old),
Non-Profit,Bhailal Amin General Hospital,2775,1964 (59 yrs old),
,Krazy Mantra IT,2774,2008 (15 yrs old),
Oil & Gas,Emirates National Oil Company,2778,1993 (30 yrs old),
Power,Kshema Power And Infrastructure Company,2777,1998 (25 yrs old),
Automobile,Volvo IT,2776,1927 (96 yrs old),
Telecom,NEMHANS SOLUTIONS,2772,2007 (16 yrs old),
Semiconductors,PICL,2771,1994 (29 yrs old),
IT Services & Consulting,Willis Processing Services,2900,1992 (31 yrs old),
Engineering & Construction,Jayabheri Automotives,2898,1987 (36 yrs old),
Automobile,Volvo IT,2897,1927 (96 yrs old),
Internet,Hush Puppies,2894,2018 (5 yrs old),
